Symbol,Name,Country,Sector,Industry
REZI,Resideo Technologies Inc. Common Stock ,United States,Industrials,Wholesale Distributors
RF,Regions Financial Corporation Common Stock,United States,Finance,Major Banks
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,United States,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,United States,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,United States,,
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,Finance,Investment Managers
RFL,Rafael Holdings Inc. Class B Common Stock,United States,Finance,Real Estate
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,,Finance,Finance/Investors Services
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RGA,Reinsurance Group of America Incorporated Common Stock,United States,Finance,Life Insurance
RGR,Sturm Ruger & Company Inc. Common Stock,United States,Industrials,Ordnance And Accessories
RGT,Royce Global Trust Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RH,RH Common Stock,United States,Consumer Discretionary,Other Specialty Stores
RHI,Robert Half Inc. Common Stock,United States,Consumer Discretionary,Professional Services
RHP,Ryman Hospitality Properties Inc. (REIT),United States,Real Estate,Real Estate Investment Trusts
RIG,Transocean Ltd (Switzerland) Common Stock,Switzerland,Energy,Oil & Gas Production
RIO,Rio Tinto Plc Common Stock,Australia,Basic Materials,Metal Mining
RITM,Rithm Capital Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
RITM^A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,United States,,
RIV,RiverNorth Opportunities Fund Inc. Common Stock,,Finance,Finance Companies
RIV^A,RiverNorth Opportunities Fund Inc. 6.00% Series A Perpetual Preferred Stock,,,
RJF,Raymond James Financial Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
RJF^B,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,,
RKT,Rocket Companies Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,United States,Consumer Discretionary,Apparel
RLI,RLI Corp. Common Stock (DE),United States,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,United States,Real Estate,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,United States,,
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Cayman Islands,Health Care, Medicinal Chemicals and Botanical Products 
RM,Regional Management Corp. Common Stock,United States,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,United States,Finance,Real Estate
RMD,ResMed Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,,Finance,Finance/Investors Services
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,,Finance,Investment Managers
RMPL^,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share,,,
RMT,Royce Micro-Cap Trust Inc. Common Stock,United States,Finance,Investment Managers
RNG,RingCentral Inc. Class A Common Stock,United States,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,Finance,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,Bermuda,,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,Bermuda,,
RNST,Renasant Corporation Common Stock,United States,Finance,Major Banks
ROG,Rogers Corporation Common Stock,United States,Technology,Industrial Machinery/Components
ROK,Rockwell Automation Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,United States,Finance,Diversified Commercial Services
RPM,RPM International Inc. Common Stock,United States,Consumer Discretionary,Paints/Coatings
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,Finance,Trusts Except Educational Religious and Charitable
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,,Finance,Blank Checks
RRC,Range Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
RRX,Regal Rexnord Corporation Common Stock,United States,,
RS,Reliance Inc. Common Stock,United States,Industrials,Metal Fabrications
RSF,RiverNorth Capital and Income Fund Common Stock,,Finance,Investment Managers
RSG,Republic Services Inc. Common Stock,United States,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,,Consumer Discretionary,Business Services
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),United States,Consumer Discretionary,Other Consumer Services
RTX,RTX Corporation Common Stock,United States,Industrials,Aerospace
RVLV,Revolve Group Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
RVT,Royce Small-Cap Trust Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
RVTY,Revvity Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
RWT,Redwood Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
RWT^A,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,United States,,
RXO,RXO Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
RY,Royal Bank Of Canada Common Stock,Canada,,
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,Basic Materials,Paper
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,United States,Finance,Specialty Insurers
RYI,Ryerson Holding Corporation Common Stock,United States,Industrials,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,United States,Real Estate,Real Estate Investment Trusts
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States,Finance,Life Insurance
S,SentinelOne Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,United States,,
SAFE,Safehold Inc. New Common Stock ,United States,Real Estate,Real Estate Investment Trusts
SAH,Sonic Automotive Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States,Finance,Investment Managers
SAM,Boston Beer Company Inc. (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain,Finance,Commercial Banks
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
SAP,SAP  SE ADS,Germany,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,United States,Finance,Investment Managers
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States,Finance,Investment Managers
SAVE,Spirit Airlines Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States,Finance,Investment Managers
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,United States,Finance,Investment Managers
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco,Consumer Discretionary,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),Monaco,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),Monaco,,
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Monaco,Consumer Discretionary,Marine Transportation
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SBOW,SilverBow Resorces Inc. Common Stock,United States,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil,Utilities,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,South Africa,Basic Materials,Precious Metals
SBXC,SilverBox Corp III Class A Common Stock,,Finance,Blank Checks
SCCO,Southern Copper Corporation Common Stock,United States,Basic Materials,Metal Mining
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,United States,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,United States,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,United States,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,United States,,
SCE^L,SCE TRUST VI,United States,,
SCE^M,SCE Trust VII 7.50% Trust Preference Securities,United States,,
SCHW,Charles Schwab Corporation (The) Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,United States,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,United States,,
SCI,Service Corporation International Common Stock,United States,Consumer Discretionary,Other Consumer Services
SCL,Stepan Company Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
SCS,Steelcase Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
SD,SandRidge Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
SDHC,Smith Douglas Homes Corp. Class A Common Stock,,Consumer Discretionary,Homebuilding
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,Finance,Finance/Investors Services
SDRL,Seadrill Limited Common Shares,,Energy,Oil & Gas Production
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,Consumer Discretionary,Other Consumer Services
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,Bermuda,,
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Bermuda,,
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,,Finance,Blank Checks
SEE,Sealed Air Corporation Common Stock,United States,Industrials,Major Chemicals
SEM,Select Medical Holdings Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SES,SES AI Corporation Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SF,Stifel Financial Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,United States,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,United States,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,United States,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,Finance,Investment Bankers/Brokers/Service
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,Finance,Major Banks
SFL,SFL Corporation Ltd,Bermuda,Consumer Discretionary,Marine Transportation
SG,Sweetgreen Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
SGHC,Super Group (SGHC) Limited Ordinary Shares,,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGU,Star Group L.P. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
SHCO,Soho House & Co Inc. Class A Common Stock,,Consumer Discretionary,Hotels/Resorts
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Netherlands,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,Finance,Major Banks
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,Consumer Discretionary,Hotels/Resorts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,United States,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,United States,,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,Technology,Computer Software: Prepackaged Software
SHW,Sherwin-Williams Company (The) Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,Industrials,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,Bermuda,Consumer Discretionary,Consumer Specialties
SII,Sprott Inc. Common Shares,,,
SITC,SITE Centers Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,United States,,
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,Consumer Discretionary,Professional and commerical equipment
SIX,Six Flags Entertainment Corporation New Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SJM,The J.M. Smucker Company Common Stock,United States,Consumer Staples,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),United States,Utilities,Water Supply
SKE,Skeena Resources Limited Common Shares,,Basic Materials,Precious Metals
SKIL,Skillsoft Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SKLZ,Skillz Inc. Class A Common Stock,United States,Technology,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,Telecommunications,Telecommunications Equipment
SKT,Tanger Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
SLB,Schlumberger N.V. Common Stock,France,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLF,Sun Life Financial Inc. Common Stock,Canada,Finance,Life Insurance
SLG,SL Green Realty Corp Common Stock,United States,Real Estate,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,United States,,
SLGN,Silgan Holdings Inc. Common Stock,United States,Industrials,Containers/Packaging
SLQT,SelectQuote Inc. Common Stock,United States,Finance,Specialty Insurers
SLVM,Sylvamo Corporation Common Stock,United States,Basic Materials,Paper
SM,SM Energy Company Common Stock,United States,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SMBK,SmartFinancial Inc. Common Stock,United States,Finance,Major Banks
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,United States,Consumer Discretionary,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,Utilities,Natural Gas Distribution
SMP,Standard Motor Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SMR,NuScale Power Corporation Class A Common Stock,United States,Industrials,Metal Fabrications
SMRT,SmartRent Inc. Class A Common Stock,United States,Technology,EDP Services
SMWB,Similarweb Ltd. Ordinary Shares,,Technology,Computer Software: Programming Data Processing
SN,SharkNinja Inc. Ordinary Shares,United States,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Snap-On Incorporated Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SNAP,Snap Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
SNDA,Sonida Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SNDR,Schneider National Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SNN,Smith & Nephew SNATS Inc. Common Stock,United Kingdom,Health Care,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp. Common Stock,United States,Finance,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,United States,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,
SNX,TD SYNNEX Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
SO,Southern Company (The) Common Stock,United States,Utilities,Electric Utilities: Central
SOC,Sable Offshore Corp. Common Stock,,Energy,Oil & Gas Production
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,United States,Industrials,Metal Fabrications
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States,Utilities,Electric Utilities: Central
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States,Utilities,Electric Utilities: Central
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States,Basic Materials,Metal Mining
SOL,Emeren Group Ltd American Depositary Shares each representing 10 shares,China,Technology,Semiconductors
SOLV,Solventum Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
SON,Sonoco Products Company Common Stock,United States,Consumer Discretionary,Containers/Packaging
SONY,Sony Group Corporation American Depositary Shares ,Japan,Consumer Staples,Consumer Electronics/Appliances
SOR,Source Capital Inc. Common Stock,United States,Finance,Investment Managers
SOS,SOS Limited American Depositary Shares,,Finance,Finance: Consumer Services
SPB,Spectrum Brands Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SPCE,Virgin Galactic Holdings Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
SPE,Special Opportunities Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,United States,,
SPG,Simon Property Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,United States,,
SPGI,S&P Global Inc. Common Stock,United States,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SPHR,Sphere Entertainment Co. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Spire Global Inc. Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,United States,Industrials,Industrial Specialties
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,United States,,
SPNT,SiriusPoint Ltd. Common Shares,Bermuda,Finance,Property-Casualty Insurers
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,Bermuda,,
SPOT,Spotify Technology S.A. Ordinary Shares,Luxembourg,Consumer Discretionary,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States,Industrials,Military/Government/Technical
SPRU,Spruce Power Holding Corporation Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SPXC,SPX Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States,Finance,Trusts Except Educational Religious and Charitable
SQ,Block Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,Chile,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares,France,Technology,Semiconductors
SQSP,Squarespace Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SR,Spire Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,
SRE,DBA Sempra Common Stock,United States,Utilities,Natural Gas Distribution
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,United States,Utilities,Natural Gas Distribution
SRFM,Surf Air Mobility Inc. Common Stock,,Consumer Discretionary,Transportation Services
SRG,Seritage Growth Properties Class A Common Stock,United States,Finance,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
SRI,Stoneridge Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Canada,Consumer Discretionary,Professional Services
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
SSB,SouthState Corporation Common Stock,United States,Finance,Major Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SSL,Sasol Ltd. American Depositary Shares,South Africa,Energy,Oil & Gas Production
SST,System1 Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
SSTK,Shutterstock Inc. Common Stock,United States,Technology,EDP Services
ST,Sensata Technologies Holding plc Ordinary Shares,Netherlands,Industrials,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
STC,Stewart Information Services Corporation Common Stock,United States,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,United States,Health Care,Industrial Specialties
STEL,Stellar Bancorp Inc. Common Stock,United States,Finance,Major Banks
STEM,Stem Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
STEW,SRH Total Return Fund Inc. Common Stock,United States,Finance,Investment Managers
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,,Real Estate,Other Consumer Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,Finance,Investment Managers
STLA,Stellantis N.V. Common Shares,United Kingdom,Consumer Discretionary,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,Switzerland,Technology,Semiconductors
STN,Stantec Inc Common Stock,Canada,Consumer Discretionary,Military/Government/Technical
STNG,Scorpio Tankers Inc. Common Shares,Monaco,Consumer Discretionary,Marine Transportation
STR,Sitio Royalties Corp. Class A Common Stock,United States,Energy,Oil & Gas Production
STT,State Street Corporation Common Stock,United States,Finance,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,
STVN,Stevanato Group S.p.A. Ordinary Shares,,Health Care,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,Real Estate,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Canada,Energy,Integrated oil Companies
SUI,Sun Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,United States,Energy,Integrated oil Companies
SUP,Superior Industries International Inc. Common Stock (DE),United States,Consumer Discretionary,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Brazil,Basic Materials,Paper
SVV,Savers Value Village Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SWI,SolarWinds Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SWN,Southwestern Energy Company Common Stock,United States,Energy,Oil & Gas Production
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,United States,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,Industrials,Major Chemicals
SYF,Synchrony Financial Common Stock,United States,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,United States,,
SYK,Stryker Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
SYY,Sysco Corporation Common Stock,United States,Consumer Discretionary,Food Distributors
T,AT&T Inc.,United States,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,
TAC,TransAlta Corporation Ordinary Shares,Canada,Utilities,Electric Utilities: Central
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Japan,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,China,Real Estate,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,Consumer Staples,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,,Consumer Staples,Food Chains
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,Telecommunications,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
